PC  | CMD  | XYZ | P   | R0  | R1  | R2  | R3  | ZCNO
020 | REA  | 210 | --- | 001 | 028 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 028 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 028 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 028 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 028 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 029 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 029 | 02A | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 029 | 02A | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 029 | 02A | 001 | FFFF
020 | REA  | 210 | --- | 001 | 029 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 029 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 029 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 029 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 029 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 02A | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 02A | 02B | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 02A | 02B | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 02A | 02B | 001 | FFFF
020 | REA  | 210 | --- | 001 | 02A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 02A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 02A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 02A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 02A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 02B | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 02B | 02C | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 02B | 02C | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 02B | 02C | 001 | FFFF
020 | REA  | 210 | --- | 001 | 02B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 02B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 02B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 02B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 02B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 02C | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 02C | 02D | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 02C | 02D | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 02C | 02D | 001 | FFFF
020 | REA  | 210 | --- | 001 | 02C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 02C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 02C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 02C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 02C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 02D | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 02D | 02E | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 02D | 02E | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 02D | 02E | 001 | FFFF
020 | REA  | 210 | --- | 001 | 02D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 02D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 02D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 02D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 02D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 02E | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 02E | 02F | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 02E | 02F | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 02E | 02F | 001 | FFFF
020 | REA  | 210 | --- | 001 | 02E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 02E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 02E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 02E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 02E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 02F | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 02F | 030 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 02F | 030 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 02F | 030 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 02F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 02F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 02F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 02F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 02F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 030 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 030 | 031 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 030 | 031 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 030 | 031 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 030 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 030 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 030 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 030 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 030 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 031 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 031 | 032 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 031 | 032 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 031 | 032 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 031 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 031 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 031 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 031 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 031 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 032 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 032 | 033 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 032 | 033 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 032 | 033 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 032 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 032 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 032 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 032 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 032 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 033 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 033 | 034 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 033 | 034 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 033 | 034 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 033 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 033 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 033 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 033 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 033 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 034 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 034 | 035 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 034 | 035 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 034 | 035 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 034 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 034 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 034 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 034 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 034 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 035 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 035 | 036 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 035 | 036 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 035 | 036 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 035 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 035 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 035 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 035 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 035 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 036 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 036 | 037 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 036 | 037 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 036 | 037 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 036 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 036 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 036 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 036 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 036 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 037 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 037 | 038 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 037 | 038 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 037 | 038 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 037 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 037 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 037 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 037 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 037 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 038 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 038 | 039 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 038 | 039 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 038 | 039 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 038 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 038 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 038 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 038 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 038 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 039 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 039 | 03A | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 039 | 03A | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 039 | 03A | 001 | FFFF
020 | REA  | 210 | --- | 001 | 039 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 039 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 039 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 039 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 039 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 03A | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 03A | 03B | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 03A | 03B | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 03A | 03B | 001 | FFFF
020 | REA  | 210 | --- | 001 | 03A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 03A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 03A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 03A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 03A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 03B | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 03B | 03C | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 03B | 03C | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 03B | 03C | 001 | FFFF
020 | REA  | 210 | --- | 001 | 03B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 03B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 03B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 03B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 03B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 03C | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 03C | 03D | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 03C | 03D | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 03C | 03D | 001 | FFFF
020 | REA  | 210 | --- | 001 | 03C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 03C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 03C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 03C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 03C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 03D | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 03D | 03E | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 03D | 03E | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 03D | 03E | 001 | FFFF
020 | REA  | 210 | --- | 001 | 03D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 03D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 03D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 03D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 03D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 03E | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 03E | 03F | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 03E | 03F | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 03E | 03F | 001 | FFFF
020 | REA  | 210 | --- | 001 | 03E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 03E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 03E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 03E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 03E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 03F | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 03F | 040 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 03F | 040 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 03F | 040 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 03F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 03F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 03F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 03F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 03F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 040 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 040 | 041 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 040 | 041 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 040 | 041 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 040 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 040 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 040 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 040 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 040 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 041 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 041 | 042 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 041 | 042 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 041 | 042 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 041 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 041 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 041 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 041 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 041 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 042 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 042 | 043 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 042 | 043 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 042 | 043 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 042 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 042 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 042 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 042 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 042 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 043 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 043 | 044 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 043 | 044 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 043 | 044 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 043 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 043 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 043 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 043 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 043 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 044 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 044 | 045 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 044 | 045 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 044 | 045 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 044 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 044 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 044 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 044 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 044 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 045 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 045 | 046 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 045 | 046 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 045 | 046 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 045 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 045 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 045 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 045 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 045 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 046 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 046 | 047 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 046 | 047 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 046 | 047 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 046 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 046 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 046 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 046 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 046 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 047 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 047 | 048 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 047 | 048 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 047 | 048 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 047 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 047 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 047 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 047 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 047 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 048 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 048 | 049 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 048 | 049 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 048 | 049 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 048 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 048 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 048 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 048 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 048 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 049 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 049 | 04A | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 049 | 04A | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 049 | 04A | 001 | FFFF
020 | REA  | 210 | --- | 001 | 049 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 049 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 049 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 049 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 049 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 04A | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 04A | 04B | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 04A | 04B | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 04A | 04B | 001 | FFFF
020 | REA  | 210 | --- | 001 | 04A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 04A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 04A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 04A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 04A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 04B | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 04B | 04C | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 04B | 04C | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 04B | 04C | 001 | FFFF
020 | REA  | 210 | --- | 001 | 04B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 04B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 04B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 04B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 04B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 04C | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 04C | 04D | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 04C | 04D | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 04C | 04D | 001 | FFFF
020 | REA  | 210 | --- | 001 | 04C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 04C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 04C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 04C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 04C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 04D | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 04D | 04E | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 04D | 04E | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 04D | 04E | 001 | FFFF
020 | REA  | 210 | --- | 001 | 04D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 04D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 04D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 04D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 04D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 04E | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 04E | 04F | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 04E | 04F | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 04E | 04F | 001 | FFFF
020 | REA  | 210 | --- | 001 | 04E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 04E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 04E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 04E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 04E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 04F | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 04F | 050 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 04F | 050 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 04F | 050 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 04F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 04F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 04F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 04F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 04F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 050 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 050 | 051 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 050 | 051 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 050 | 051 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 050 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 050 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 050 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 050 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 050 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 051 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 051 | 052 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 051 | 052 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 051 | 052 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 051 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 051 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 051 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 051 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 051 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 052 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 052 | 053 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 052 | 053 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 052 | 053 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 052 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 052 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 052 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 052 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 052 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 053 | 000 | 001 | FFFF
